Identyfikator podmiotu,Imię,Nazwisko,Numer telefonu
1280,OLIWIA,WĘGRZYNOWICZ,441328872,
1281,PATRYCJA,PODOLEC,675939827,
1282,MARTYNA,WOŁYNIAK,163832048,
1283,KAMILA,NIEDZIELSKI,441683892,
1284,DAWID,MADZIAR,718783369,
1285,MARIUSZ,MAJEWSKI,184672391,
1286,DAWID,LEWICKI,272807660,
1287,DONALD,BRANDENBURGER,269730489,
1288,WERONIKA,MADZIAR,900893330,
1289,JANUSZ,SZWEDA,167160379,
1290,AGATA,NIEMCZYK,435475920,
1291,MARTYNA,MALINOWSKI,459584004,
1292,JADWIGA,WESOŁOWSKI,120781119,
1293,MICHAŁ,DUDA,124033414,
1294,TOMASZ,SUDOŁ,799988636,
1295,DAWID,KWIECIEŃ,181174586,
1296,OLIWIER,NOWAK,148584303,
1297,KAMILA,PETERSBURSKI,274690227,
1298,MAREK,POLESZUK,836937238,
1299,JANUSZ,DĄBROWSKI,652795601,
1300,WOJCIECH,SZWAJCARSKI,609435042,
1301,KATARZYNA,PASTERNAK,227682469,
1302,BARBARA,SZWAJCARSKI,861974349,
1303,TOMASZ,SZWEDZKI,760965436,
1304,JANUSZ,JABŁOŃSKI,720554375,
1305,ARTUR,MADZIARA,800053850,
1306,PRZEMYSLAW,MALINOWSKI,968405826,
1307,TYMON,MORAWSKI,114464637,
1308,OLIWIA,NIEDZIELSKI,947637827,
1309,TOMASZ,RUSEK,390481560,
1310,ROZALIA,BIAŁORUSKI,662840641,
1311,TYMON,KASZUBA,414198008,
1312,ŁUCJA,KWIECIEŃ,520832586,
1313,JAROSŁAW,SUDOŁ,977609802,
1314,AGATA,FOGIEL,301735721,
1315,MARTYNA,DUDEK,874341619,
1316,LAURA,TURECKI,721887872,
1317,TOMASZ,DĄBROWSKI,655818968,
1318,ALICJA,POLAK,566952408,
1319,WERONIKA,MALINOWSKI,106424711,
1320,WOJCIECH,SIKORA,386536480,
1321,BARTOSZ,SZWAJCER,842969309,
1322,ROZALIA,CIEŚLAK,201954263,
1323,MARIUSZ,PRUSEK,196976537,
1324,ARTUR,TOPOLSKI,999045574,
1325,DANUTA,KOZŁOWSKI,230188210,
1326,JADWIGA,UKRAINIEC,990494236,
1327,BARBARA,LAMPARSKI,797315853,
1328,BENEDYKT,PRUSIK,603423210,
1329,DAMIAN,SAS,766773728,
1330,KATARZYNA,MAZURKIEWICZ,138124492,
1331,MAREK,RUSIN,177296819,
1332,ALEKANDRA,SAS,874152598,
1333,JADWIGA,SZWAJCARSKI,682875482,
1334,PAWEL,SZWEDEK,327785278,
1335,LECH,KOZŁOWSKI,260506442,
1336,KAROLINA,RUSAK,866860482,
1337,MAREK,SZWEDEK,180526389,
1338,KAROL,PRZYBYSZ,235915155,
1339,LEONARD,CZESKI,967843412,
1340,GERARD,POLAK,664679564,
1341,ARTUR,POLOK,211045644,
1342,MACIEJ,PETERSBURSKI,461519715,
1343,ROZALIA,KURLANDT,345125976,
1344,JAKUB,PODOLAN,134165157,
1345,JOLANTA,SŁOWIAK,852953606,
1346,BARTOSZ,ŁOTYSZ,442908247,
1347,MARTA,POLAKOWSKI,279357307,
1348,MAREK,GALICKI,343721178,
1349,MACIEJ,KOZŁOWSKI,357641010,
1350,JOLANTA,BÖHM,117855437,
1351,ALICJA,SZWEDZKI,753128079,
1352,TOMASZ,UKRAINIEC,203598730,
1353,DAWID,RUMUŃSKI,102293809,
1354,KAMILA,STAWECKI,468885976,
1355,AGATA,SZEWCZYK,864263331,
1356,DOMINIKA,ZIĘBA,710576356,
1357,DAWID,NIEMCZYK,724487900,
1358,PIOTR,GREC,882544243,
1359,JOLANTA,HOLLAND,164594108,
1360,ANETA,MICIUN,785913171,
1361,LECH,KRAJEWSKI,989997088,
1362,ROZALIA,KRAWCZYK,956041763,
1363,ALEKANDRA,PRZYBYSZ,533518886,
1364,OLIWIA,KURLANDA,123729150,
1365,DANUTA,DUDA,477086772,
1366,BARTOSZ,WIŚNIEWSKI,403302986,
1367,KRZYSZTOF,SŁOWAK,111456534,
1368,DAWID,SZWAJCARSKI,163587986,
1369,ARTUR,KASZUB,740065539,
1370,WALDEMAR,MAZUR,323518896,
1371,OLIWIER,HALICKI,354721964,
1372,ALEKSANDER,ŻYDOWICZ,414017648,
1373,JAKUB,KWIECIEŃ,798802873,
1374,ŁUCJA,KRAJEWSKI,822601105,
1375,MARTA,DUDA,508838098,
1376,BENEDYKT,TATARZYN,526083541,
1377,KAROL,WŁOCH,725683038,
1378,DAWID,BIAŁORUSKI,595811603,
1379,JANUSZ,SZWEDZKI,647770537,
1380,KRZYSZTOF,ROMUN,393047462,
1381,WERONIKA,KŁOSSOWSKI,934279058,
1382,DOMINIKA,POLAKOWSKI,637583652,
1383,DONALD,GALOCH,523284634,
1384,KAMIL,RUSEK,221020390,
1385,ŁUKASZ,ŻMIJEWSKI,597056864,
1386,KATARZYNA,LITWIN,258518252,
1387,BRAJAN,SZWEDOWSKI,771158399,
1388,MARTA,PODOLAK,341256725,
1389,LAURA,DUDEK,473836141,
1390,OLIWIA,ŻYDOWSKI,496518601,
1391,JADWIGA,DUDA,381170357,
1392,PATRYCJA,ROMUN,301532452,
1393,KRZYSZTOF,GREC,882626223,
1394,BARTOSZ,KOZŁOWSKI,114968739,
1395,ALICJA,GÓRAL,331221335,
1396,PRZEMYSLAW,SZKOT,500118623,
1397,KAMILA,BIAŁORUSKI,671605410,
1398,MARTA,ŻMIJEWSKA,126261857,
1399,TYMON,POLOCZEK,416146431,
1400,JADWIGA,RUSAK,419385608,
1401,DONALD,GALIŃSKI,642592250,
1402,DOMINIK,SZWEDEK,342107234,
1403,KAMIL,SZWAB,398456785,
1404,DOMINIKA,HOLENDERSKI,728654883,
1405,JACEK,HOFFMANN,351842552,
1406,WOJCIECH,ŁOTYSZ,680415258,
1407,KATARZYNA,CZARNECKI,647919522,
1408,PATRYK,SASIN,730040207,
1409,JAN,LITWINIUK,937280035,
1410,ROZALIA,PRUSKI,964817376,
1411,JADWIGA,BIAŁORUSKI,584188905,
1412,KRYSTYNA,SZWAB,821968296,
1413,MARTA,TATAREK,801336147,
1414,KAMILA,KŁOSSOWSKI,346539911,
1415,JACEK,KOZŁOWSKI,959388124,
1416,DOMINIK,ŻOCHOWSKI,471711058,
1417,IZABELA,HOLLAND,454082962,
1418,WOJCIECH,LAMPARSKA,483164001,
1419,KRYSTYNA,ROMUN,761255836,
1420,ARTUR,KWIECIEŃ,806576956,
1421,JANUSZ,ARABIK,991723258,
1422,WERONIKA,GOROL,241472810,
1423,BENEDYKT,SAKSON,328761195,
1424,JACEK,SZWAB,148850178,
1425,MATEUSZ,ZIĘBA,159196533,
1426,BRAJAN,SKIBA,936624816,
1427,JADWIGA,FRANCUZ,103364569,
1428,PATRYCJA,MAŁECKI,989418118,
1429,DOMINIK,SZWAJCARSKI,721865463,
1430,DOMINIKA,SIERADZKI,416437854,
1431,MARIUSZ,ŻMIJEWSKI,615340772,
1432,OLIWIER,WOŁYNIAK,108845890,
1433,ANETA,MICIUN,905532100,
1434,ARTUR,GAWROŃSKI,437997163,
1435,OLIWIA,KOMAN,273320042,
1436,DOROTA,OLENDER,925632396,
1437,PRZEMYSLAW,SŁOWAKIEWICZ,228237416,
1438,PAWEL,MAZUR,559778730,
1439,BRAJAN,SŁOWACKI,651851775,
1440,DAMIAN,RUMUŃSKI,781543465,
1441,BARTOSZ,KIJOWSKI,374222909,
1442,DAMIAN,HOFFMANN,994966769,
1443,KATARZYNA,MAZUREK,586300627,
1444,BENEDYKT,WESOŁOWSKI,880096252,
1445,KAROLINA,PRUSAK,269824466,
1446,DOMINIKA,LAMPARSKI,593369603,
1447,JACEK,CZARNECKI,582534811,
1448,LAURA,PRUŚ,637195048,
1449,JAN,LEWANDOWSKI,709536068,
1450,BENEDYKT,POLESKI,978237752,
1451,DOROTA,SŁOWACKI,506226886,
1452,JOLANTA,SŁOWACKI,893589816,
1453,PIOTR,RUSNAK,179489494,
1454,TYTUS,RUSEK,265710570,
1455,JOLANTA,TATARCZUK,470796316,
1456,LAURA,SLEZAK,320976840,
1457,ALICJA,ŚLĄZAK,457754461,
1458,JACEK,KRAWCZYK,990865300,
1459,ROZALIA,KRUPA,202785899,
1460,ROZALIA,CHORWAT,639965499,
1461,DAWID,SWAT,908656076,
1462,ŁUKASZ,WOŁOSZEK,932435494,
1463,AGATA,ARABIK,946465374,
1464,DONALD,KOWALSKI,896979596,
1465,ŁUKASZ,KIJOWSKI,731880122,
1466,GERARD,GALICKI,685910042,
1467,DONALD,PRUS,294062022,
1468,KAMIL,MAJEWSKI,168231498,
1469,PIOTR,WYSOCKI,278871627,
1470,BENEDYKT,GAL,778041797,
1471,KAMILA,POLACZEK,146763670,
1472,WALDEMAR,WĘGIER,944941636,
1473,PIOTR,WOŹNIAK,468194996,
1474,ARTUR,RUMUŃSKI,330971937,
1475,WOJCIECH,LAMPARSKA,651324290,
1476,AGATA,TATARCZAK,877621957,
1477,LECH,JABŁOŃSKI,977621119,
1478,DOMINIKA,WRÓBEL,379739243,
1479,DOMINIK,GALIŃSKI,220976628,
1480,ROZALIA,WIECZOREK,130328856,
1481,WERONIKA,WIŚNIEWSKI,417424600,
1482,BRAJAN,RUSNAK,322300225,
1483,JAROSŁAW,KRAJEWSKI,823374025,
1484,MARTYNA,PASTERNAK,856900825,
1485,BARBARA,NIEDZIELSKI,275865591,
1486,JADWIGA,ŁOTYSZ,118649658,
1487,JAKUB,WĘGIER,144878195,
1488,KRZYSZTOF,AMSTERDAMSKI,835652537,
1489,LAURA,SWAT,225911064,
1490,MARTA,SAKSON,500844878,
1491,TOMASZ,KĘDZIERSKI,401851172,
1492,AGATA,ŚLĄZAK,899054766,
1493,TYTUS,WOŁOSZEK,851335727,
1494,JOLANTA,SWAT,851503524,
1495,ŁUKASZ,GREC,498616079,
1496,LAURA,TATARSKI,202395267,
1497,AGATA,TATAR,580671171,
1498,DOMINIK,SKIBA,290231886,
1499,DOMINIKA,WĘGRZYN,708930765,
1500,DOMINIKA,WĘGRZYN,207326538,
1501,MATEUSZ,HOLENDER,850048866,
1502,DOMINIK,SIKORA,377445772,
1503,DONALD,BRANDENBURG,471868903,
1504,ANETA,WDOWIAK,906936465,
1505,DOMINIKA,UKRAINIEC,362497388,
1506,DAMIAN,KRAJEWSKI,240989548,
1507,DOMINIKA,TATARSKI,451521844,
1508,GERARD,HOFFMANN,102295942,
1509,DOROTA,ŻYDOWICZ,458605288,
1510,JAROSŁAW,KŁOSSOWSKI,294011871,
1511,JAN,DUŃCZYK,607427611,
1512,OLIWIA,LITWINIUK,272438093,
1513,MATEUSZ,POLESKI,760452432,
1514,KRZYSZTOF,RUSEK,865639294,
1515,BENEDYKT,TATARCZYK,434535749,
1516,LECH,RUMUŃSKI,798159135,
1517,KAMIL,NORWECKI,273542741,
1518,BRAJAN,HISZPAN,593765724,
1519,MARIUSZ,CZARNECKI,853591057,
1520,MARTA,RYBICKI,584957232,
1521,BENEDYKT,SASIN,264503407,
1522,PATRYCJA,WOŁOCH,640603136,
1523,JANUSZ,KRAJEWSKI,304766888,
1524,ALEKANDRA,CZECH,861379070,
1525,MARIUSZ,POLESZCZUK,512897837,
1526,DAMIAN,PRUS,291234067,
1527,ALICJA,MAZUREK,876711398,
1528,LECH,AUSTRIJAK,292548627,
1529,PRZEMYSLAW,ŻMUDA,991224145,
1530,TOMASZ,UKRAINIEC,180758155,
1531,MACIEJ,GREC,608734735,
1532,ŁUCJA,POLAKOWSKI,345667246,
1533,ŁUKASZ,SZULC,783189133,
1534,DOMINIK,KALINOWSKI,398138439,
1535,BENEDYKT,KOZŁOWSKI,223959198,
1536,BRAJAN,KOMAN,197093599,
1537,TYMON,GÓRSKI,982511160,
1538,KATARZYNA,CIEŚLAK,429460891,
1539,PAWEL,BORKOWSKI,555105857,
1540,TOMASZ,TURECKI,702365658,
1541,MAREK,TATARCZYK,822823177,
1542,DOMINIKA,TATARZYN,494779351,
1543,KATARZYNA,WDOWIAK,226901003,
1544,PATRYCJA,KOMAN,340680106,
1545,BARTOSZ,KWIATKOWSKI,620664490,
1546,LEONARD,KAŁUŻA,577900744,
1547,WERONIKA,SASIN,627487918,
1548,MAREK,SWAT,830511331,
1549,ŁUCJA,LANGE,869667909,
1550,JANUSZ,KRAWCZYK,634692466,
1551,WERONIKA,PODOLEC,261515388,
1552,MAREK,TUREK,117198995,
1553,DANUTA,RUSEK,544829762,
1554,MACIEJ,DUDA,910282048,
1555,BENEDYKT,AMSTERDAMSKI,490540344,
1556,JANUSZ,SKIBA,274800179,
1557,PATRYK,ŻYDOWSKI,793847358,
1558,DOROTA,KURLANDA,963541405,
1559,TYMON,SZWEDEK,550579707,
1560,BARTOSZ,KALINOWSKI,188843375,
1561,TYTUS,SŁOWAK,554233606,
1562,JANUSZ,SZWEDA,605557155,
1563,PAWEL,KIJOWSKI,521324835,
1564,JANUSZ,POLOCZEK,581823114,
1565,LAURA,LAMPARSKI,195165327,
1566,DOROTA,KASZUB,779867899,
1567,MARTYNA,KURUC,724042501,
1568,BARBARA,CHORWAT,389686079,
1569,OLIWIER,SZWARC,871613192,
1570,ŁUKASZ,BIAŁORUSKI,390427844,
1571,MACIEJ,WĘGIER,118676969,
1572,OLIWIER,MILLER,213658969,
1573,JACEK,MORAW,727310962,
1574,MARTYNA,AMSTERDAMSKI,637523263,
1575,KATARZYNA,ZIĘBA,836739725,
1576,MAREK,TATARCZAK,303611630,
1577,DAWID,SIERADZKI,627562200,
1578,DOMINIK,WOŁOSZEK,310413757,
1579,MATEUSZ,POLESZCZUK,474939876,
1580,JAN,CYGAN,841750271,
1581,AGATA,OLENDER,493470314,
1582,JADWIGA,SASIN,478461902,
1583,WOJCIECH,SASS,301540792,
1584,JACEK,GOROL,777183056,
1585,DAWID,KIJOWSKI,373233989,
1586,KAROL,FRANCUZ,571226848,
1587,MARTYNA,HISZPAN,836683988,
1588,KRYSTYNA,MOSKAL,419941715,
1589,OLIWIA,DOBRUCKI,978391482,
1590,LEONARD,ROSJAN,426447270,
1591,WALDEMAR,KOWALSKI,947040088,
1592,MICHAŁ,SIERADZKI,526521516,
1593,JACEK,ARAB,444084665,
1594,JOLANTA,LITWINOWICZ,651264051,
1595,ALICJA,SZWAJCER,441562796,
1596,KRYSTYNA,ŻYDEK,370319399,
1597,ALICJA,SZWAJCER,737172878,
1598,KATARZYNA,WIECZOREK,377605153,
1599,DAMIAN,WĘGRZYN,391900889,
1600,ROZALIA,ROSJAN,335412285,
1601,DOMINIK,CYGAN,809326541,
1602,ANETA,SASIN,565749577,
1603,MARTA,ARAB,410820602,
1604,BENEDYKT,KUMAN,788745801,
1605,JAKUB,MALINOWSKI,356614095,
1606,AGATA,ŻOCHOWSKI,235911258,
1607,DAMIAN,ŁOTYSZ,763642754,
1608,WOJCIECH,LAMPARSKI,952836979,
1609,JADWIGA,DUDEK,441821453,
1610,JADWIGA,SOCHA,557027597,
1611,MATEUSZ,WESOŁOWSKI,174953385,
1612,DOMINIK,GALICKI,861373869,
1613,ARTUR,POLOK,748009970,
1614,MAREK,DĄBROWSKI,884869792,
1615,MARTA,LAMPARSKI,518042548,
1616,IZABELA,STAWECKI,777291658,
1617,TOMASZ,HISZPAN,302029492,
1618,JANUSZ,GREC,206952126,
1619,DOROTA,KURLAND,373716304,
1620,PAWEL,TATAR,855517375,
1621,DAMIAN,TATARCZYK,125373112,
1622,DAMIAN,KĘDZIERSKI,541315539,
1623,IZABELA,SZEWCZYK,188167066,
1624,DANUTA,OLĘDER,138055760,
1625,PIOTR,SZWEDEK,568153580,
1626,ŁUKASZ,ARAB,983233173,
1627,LAURA,NIEMCZYK,896287720,
1628,BENEDYKT,NIEWIADOMSKI,180294859,
1629,MICHAŁ,PODOLEC,173091207,
1630,TOMASZ,RUMUŃSKI,562015842,
1631,MARTA,BIAŁORUSKI,400088939,
1632,LECH,ŻMIJEWSKA,212449462,
1633,JADWIGA,WDOWIAK,276003102,
1634,DOMINIKA,CZARNECKI,769172403,
1635,WALDEMAR,SZKOT,668124281,
1636,ALEKSANDER,SAKSON,689603865,
1637,DAWID,SZWEDA,945605736,
1638,DOMINIKA,NIEMCZYK,671996373,
1639,WOJCIECH,ŻMUDA,678989894,
1640,MAREK,MAŁECKI,540331384,
1641,LAURA,ŻMIJEWSKA,789281906,
1642,LAURA,TATARZYN,754494525,
1643,ALEKSANDER,TATARZYN,384520902,
1644,PATRYK,LAMPARSKI,467728461,
1645,GERARD,ŻMIJEWSKI,442659609,
1646,JANUSZ,TURECKI,627595682,
1647,KATARZYNA,RUMUŃSKI,675498455,
1648,DONALD,KOZŁOWSKI,117031719,
1649,WOJCIECH,MADZIARA,272646570,
1650,OLIWIA,CYGAN,452887431,
1651,DANUTA,MILLER,283569288,
1652,AGATA,SZWAJCER,724901575,
1653,JANUSZ,SZWEDZIAK,449520733,
1654,WALDEMAR,WESOŁOWSKI,710067329,
1655,ALICJA,ŻMUDZIN,346054041,
1656,DONALD,WŁOCH,215373972,
1657,GERARD,SZULC,420662500,
1658,ALEKSANDER,RUSIN,282691005,
1659,PATRYCJA,GALICKI,576296709,
1660,JAROSŁAW,JABŁOŃSKI,871764468,
1661,JANUSZ,TATARSKI,264891449,
1662,JOLANTA,RYBICKI,740810607,
1663,ROZALIA,GAWROŃSKI,772192226,
1664,ALEKSANDER,RYBICKI,316584321,
1665,KAROL,PODGÓRSKI,465450175,
1666,OLIWIA,KOWALSKI,854349993,
1667,JACEK,KACZMAREK,475839832,
1668,PRZEMYSLAW,POMORSKI,392314986,
1669,OLIWIA,SZLONZAK,108817109,
1670,GERARD,KALINOWSKI,195643958,
1671,DOMINIKA,MORAWSKI,991884262,
1672,ALEKANDRA,SŁOWACKI,332724999,
1673,LEONARD,SLEZAK,850527368,
1674,LAURA,GAWROŃSKI,275405459,
1675,KAMILA,SIKORA,138138237,
1676,WALDEMAR,GREC,883509212,
1677,JOLANTA,PRUS,972951021,
1678,TOMASZ,LITWINOWICZ,513480112,
1679,ALICJA,MADZIAR,664722105,
1680,DOMINIKA,WIŚNIEWSKI,218610802,
1681,WERONIKA,AMSTERDAMSKI,198388782,
1682,ŁUKASZ,JABŁOŃSKI,822455788,
1683,JACEK,SKIBA,693967093,
1684,MATEUSZ,RYBICKI,315160863,
1685,WOJCIECH,BÖHM,770630117,
1686,JAKUB,KACZMAREK,606759650,
1687,BENEDYKT,KURLAND,467717479,
1688,DOMINIK,GÓRSKI,993672748,
1689,MATEUSZ,POLESZAK,312526743,
1690,DOMINIK,ŻOCHOWSKI,263615795,
1691,PRZEMYSLAW,TATARA,416916278,
1692,ŁUKASZ,CZESKI,226888945,
1693,KAMIL,RUSIN,286801331,
1694,ALEKANDRA,WOŹNIAK,502425808,
1695,JAKUB,KURLANDCZYK,770367830,
1696,PIOTR,TATARCZYK,282594189,
1697,DOMINIK,KRAWCZYK,843146315,
1698,ŁUKASZ,HISZPAN,458745401,
1699,KRZYSZTOF,SŁOWACKI,973776440,
1700,WALDEMAR,POLESKI,462719966,
1701,KRZYSZTOF,KĘDZIERSKI,504496316,
1702,TOMASZ,DOBRUCKI,822545448,
1703,MARTYNA,TATARZYN,589140172,
1704,JACEK,SZWEDZKI,599004485,
1705,JAROSŁAW,POLESZUK,156132198,
1706,KAROLINA,MORAWSKI,313248076,
1707,ANETA,CIEŚLAK,740212777,
1708,DONALD,MILLER,641204539,
1709,MICHAŁ,ŻMIJEWSKA,725457355,
1710,DOMINIKA,ŻUREK,859878698,
1711,ROZALIA,TUREK,826895399,
1712,JAN,KWIATKOWSKI,434444719,
1713,KAROLINA,KUMAN,233993446,
1714,DOMINIKA,WRÓBEL,510534483,
1715,DANUTA,SZLĄZAK,373001904,
1716,MATEUSZ,CIEŚLAK,792737120,
1717,MATEUSZ,ŻUREK,502579479,
1718,JAN,KŁOSSOWSKI,623600247,
1719,MATEUSZ,KAŁUŻA,703848896,
1720,KAMIL,SAS,357538773,
1721,ALEKANDRA,SZWEDEK,207144873,
1722,JAROSŁAW,OLENDER,998962267,
1723,DOROTA,BRANDENBURGER,665623037,
1724,ALEKSANDER,CZECH,750801175,
1725,PATRYCJA,ZIĘBA,624309223,
1726,BARTOSZ,OLĘDER,607359247,
1727,JAROSŁAW,BÖHM,491759837,
1728,MARTYNA,MAJEWSKI,279850872,
1729,DOMINIK,BORKOWSKI,966733828,
1730,LAURA,KURLAND,951901017,
1731,JOLANTA,WOŁOCH,158130827,
1732,WERONIKA,ŻMUDZIN,728422120,
1733,AGATA,MADZIARA,414364381,
1734,MARTYNA,SZWAJCAR,287065038,
1735,LECH,SŁOWAKIEWICZ,214045631,
1736,KAROLINA,SASIN,706649507,
1737,ŁUCJA,KOMAN,676492384,
1738,PAWEL,TURECKI,469537594,
1739,ALEKSANDER,WĘGRZYN,183078854,
1740,KATARZYNA,TURECKI,424063179,
1741,LAURA,HOLENDERSKI,537452425,
1742,ALEKANDRA,HOLENDERSKI,425862277,
1743,WALDEMAR,LEWICKI,284808954,
1744,KAMIL,SZLONZAK,407099379,
1745,ARTUR,SZWEDZKI,758253529,
1746,ALICJA,TATARCZUK,985749397,
1747,KAMILA,POLESKI,352830016,
1748,PAWEL,LITWINOWICZ,186650379,
1749,WALDEMAR,RUMUŃSKI,376182117,
1750,DOMINIKA,KURLANDCZYK,881647295,
1751,TYMON,PODOLSKI,144940037,
1752,ALEKANDRA,DUDEK,391998572,
1753,JAN,SŁOWIAK,374363217,
1754,DAWID,MADZIAR,439474781,
1755,MARIUSZ,GÓRAL,429215015,
1756,MARIUSZ,WYRZYKOWSKI,174181483,
1757,JACEK,CYGAN,515729770,
1758,MACIEJ,MAŁECKI,799118483,
1759,MACIEJ,ŚLONZAK,899623320,
1760,WERONIKA,FRANCUZ,844310815,
1761,DOROTA,GALICKI,872947211,
1762,AGATA,KASZUB,403523115,
1763,KATARZYNA,WĘGRZYNOWICZ,823541698,
1764,PIOTR,STAWECKI,881952663,
1765,JAN,TOWAREK,617242612,
1766,ALEKANDRA,POLOK,414895728,
1767,DONALD,ROMUN,524813564,
1768,BARBARA,SŁOWIAK,429583203,
1769,TYTUS,ŻUREK,917240869,
1770,WERONIKA,KURLANDT,631537033,
1771,MARTA,KOZŁOWSKI,439614175,
1772,JACEK,LITWINOWICZ,100765254,
1773,JADWIGA,POLESKI,732007177,
1774,IZABELA,SASS,641066128,
1775,JAN,HOLLAND,998228285,
1776,JAROSŁAW,RUMUŃSKI,543070135,
1777,DAMIAN,WOŁOSZEK,113437209,
1778,TYTUS,BIAŁORUSKI,910951925,
1779,MARIUSZ,TOWAREK,664325882,
1780,KAROL,FRANCUZ,654662232,
1781,AGATA,LITWINOWICZ,819752600,
1782,LEONARD,NIEDZIELSKI,723771497,
1783,DONALD,WŁOCH,312262479,
1784,TYMON,SAKSON,859137299,
1785,DAMIAN,DĄBROWSKI,159962860,
1786,KAMILA,LAMPARSKA,655203131,
1787,JACEK,CZARNECKI,716435335,
1788,DANUTA,TATARCZAK,873933960,
1789,MICHAŁ,DUŃCZYK,751384653,
1790,MATEUSZ,TOPOLSKI,855086903,
1791,DANUTA,CHORWAT,545576402,
1792,DAWID,MALINOWSKI,270746486,
1793,MARTYNA,KURLANDT,651020379,
1794,TYMON,KĘDZIERSKI,745937799,
1795,MAREK,GÓRAL,210562061,
1796,DOMINIKA,SZEWCZYK,667330754,
1797,PATRYK,TATARCZUK,772819474,
1798,JANUSZ,SZWAJCAR,907730830,
1799,KAMIL,GALIŃSKI,456971480,
1800,BRAJAN,HOFFMANN,100588907,
1801,BRAJAN,PODOLAN,443334475,
1802,DOROTA,CZECH,940990027,
1803,ALEKANDRA,CHORWAT,633037281,
1804,ANETA,LITWINOWICZ,682147136,
1805,PIOTR,RUSEK,583256672,
1806,TOMASZ,LITWINOWICZ,847708423,
1807,WOJCIECH,RUSEK,158453981,
1808,PATRYK,POLESKI,742488391,
1809,BRAJAN,MADZIAR,874144051,
1810,LAURA,SZWAB,645087041,
1811,KRYSTYNA,AUSTRIJAK,949237261,
1812,JAKUB,RUMUŃSKI,338616242,
1813,ARTUR,MADZIARA,655647264,
1814,ANETA,WOŁYNIAK,257898002,
1815,DAWID,WYRZYKOWSKI,678993194,
1816,JACEK,PETERSBURSKI,504492014,
1817,JAKUB,ŻUREK,896041109,
1818,ALEKANDRA,SIKORA,644246225,
1819,TYTUS,GALOCH,295217490,
1820,ŁUCJA,KALINOWSKI,387004494,
1821,KRYSTYNA,SZEWCZYK,116645159,
1822,JAROSŁAW,WĘGIERSKI,144187128,
1823,ARTUR,MILLER,284213553,
1824,PRZEMYSLAW,SZWEDOWSKI,941329651,
1825,LECH,MAZUREK,239362448,
1826,MARTYNA,SZULC,655991571,
1827,BARTOSZ,KIJOWSKI,377329400,
1828,MICHAŁ,HOLENDER,379549750,
1829,KRYSTYNA,GÓRAL,524071719,
1830,GERARD,KIJOWSKI,435703299,
1831,DAMIAN,TATARCZUK,996375181,
1832,PIOTR,PETERSBURSKI,925989963,
1833,MICHAŁ,PODOLSKI,429694050,
1834,MARTYNA,KURLANDZKI,118857353,
1835,JAN,GREC,510881969,
1836,MARTA,ŻYDOWSKI,121182353,
1837,DOROTA,DOBRUCKI,181870905,
1838,LEONARD,MICIUN,845283521,
1839,OLIWIA,WRÓBEL,883415795,
1840,DONALD,ŻMUDA,269461645,
1841,IZABELA,SŁOWAKIEWICZ,504231778,
1842,JOLANTA,SZWED,860206103,
1843,DOMINIK,POMORSKI,696014134,
1844,AGATA,LITWINOWICZ,899769395,
1845,WALDEMAR,ŻYDZIAK,150118792,
1846,WOJCIECH,CHRUSZCZEWSKI,622307031,
1847,OLIWIA,DUŃCZYK,670079413,
1848,DOROTA,AUSTRIJAK,486690316,
1849,KAROLINA,SZWARC,142952698,
1850,TOMASZ,LITWIN,221947742,
1851,WOJCIECH,MILLER,542187955,
1852,ARTUR,GÓRSKI,425419229,
1853,JAROSŁAW,ROSJAN,312733180,
1854,KRYSTYNA,PETERSBURSKI,644116608,
1855,BARTOSZ,SŁOWIAKOWSKI,843603271,
1856,JAN,ŻMUDZIN,566363813,
1857,ALICJA,KASZUB,537765326,
1858,DANUTA,PRUSIK,204130430,
1859,WERONIKA,SUDOŁ,364256094,
1860,MARTA,PRUSKI,167694416,
1861,MARTA,KURLANDA,513627447,
1862,KAMIL,AMSTERDAMSKI,978007394,
1863,ARTUR,LEWANDOWSKI,354148756,
1864,BENEDYKT,WĘGRZYN,670661917,
1865,DOROTA,TATAREK,547560454,
1866,MARIUSZ,RUSNAK,548803386,
1867,MARTA,SŁOWAK,877189694,
1868,TYTUS,STAWECKI,771693882,
1869,MARTYNA,POLESZUK,429596519,
1870,LEONARD,KALINOWSKI,464663242,
1871,LEONARD,ŚLONZAK,584117756,
1872,ANETA,TURECKI,390771079,
1873,KRYSTYNA,WDOWIAK,299423574,
1874,DONALD,UKRAINIEC,142201812,
1875,TYTUS,OLENDER,114024768,
1876,ALEKANDRA,TATAR,589992982,
1877,MARTYNA,CYGAN,531286557,
1878,LAURA,MADZIAR,457987652,
1879,LAURA,CZARNECKI,610883914,
1880,LEONARD,LITWIN,863796690,
1881,ALICJA,GÓRAL,219087248,
1882,BENEDYKT,STAWECKI,578759221,
1883,IZABELA,ROMUN,483757505,
1884,BENEDYKT,WĘGIER,764608192,
1885,MAREK,POLESIAK,157778742,
1886,PAWEL,LITWINIUK,147379255,
1887,AGATA,ŻYDZIAK,370055189,
1888,DAMIAN,WDOWIAK,545747498,
1889,LECH,POLAKOWSKI,917537934,
1890,ROZALIA,SZULC,897549991,
1891,ALEKANDRA,KURLANDZKI,860671283,
1892,PAWEL,ARABSKI,445079162,
1893,KAMILA,KŁOSSOWSKI,327701759,
