Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Numer telefonu,Identyfikator kontraktu,Uprawnienia do nadzoru,
13839,ARTUR,SZWEDOWSKI,719812995, 1383, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13840,DOROTA,ŻYDEK,8012001635, 1383, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13841,GERARD,FRANCUZ,724596054, 1384, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13842,OLIWIA,KURLANDA,639306922, 1384, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13843,WERONIKA,TOWAREK,5691278847, 1384, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13844,DANUTA,SIKORA,64121518522, 1384, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13845,BENEDYKT,PASTERNAK,7541573353, 1384, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13846,LEONARD,DUDA,8771781464, 1384, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13847,ŁUKASZ,ARAB,6141226187, 1384, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13848,ALICJA,BÖHM,8441314689, 1384, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13849,ANETA,MAŁECKI,7051388091, 1384, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13850,AGATA,PRUŚ,57111933370, 1384, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13851,TYTUS,STAWECKI,56121892074, 1385, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13852,DANUTA,GALIŃSKI,5551032180, 1385, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13853,KATARZYNA,ŻMUDA,818358541, 1385, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13854,JACEK,POLESZUK,8421197352, 1385, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13855,PIOTR,KACZMAREK,792125024, 1385, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13856,WERONIKA,GALIŃSKI,78111627441, 1385, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13857,DAWID,BRANDENBURGER,7811512527, 1385, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13858,ROZALIA,GAL,75122830541, 1385, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13859,KAROLINA,WDOWIAK,9091841952, 1385, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13860,JAN,POLESIAK,6252458422, 1385, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13861,BARTOSZ,KASZUBA,883201759, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13862,PATRYK,SAKSON,597181409, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13863,PAWEL,RUSIN,73111997087, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13864,IZABELA,CZARNECKI,6261678547, 1386, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13865,KAROL,CZECH,9071180360, 1386, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13866,KAROL,KALINOWSKI,6321047346, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13867,WERONIKA,PRUSKI,69122245440, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13868,KRYSTYNA,POLESZUK,81102835154, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13869,JANUSZ,KRUPA,7033088845, 1386, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13870,JAKUB,TATAREK,692282462, 1386, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13871,WALDEMAR,POLOCZEK,90111152896, 1387, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13872,LECH,POLAK,7912474872, 1387, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13873,DOMINIKA,RUSEK,5721531836, 1387, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13874,DAMIAN,KWIECIEŃ,61111211526, 1387, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13875,TOMASZ,PODOLAN,7891003863, 1387, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13876,JADWIGA,KURLANDT,8151523694, 1387, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13877,KAROL,STAWECKI,7441458322, 1387, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13878,BRAJAN,BRANDENBURG,771326876, 1387, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13879,OLIWIA,UKRAINIEC,662940896, 1387, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13880,ANETA,NIEDZIELSKI,6612692378, 1387, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13881,WOJCIECH,FRANCUZ,855804311, 1388, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13882,JAKUB,POLOK,706179247, 1388, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13883,BRAJAN,DĄBROWSKI,6812771523, 1388, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13884,PAWEL,SZWED,7181673559, 1388, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13885,DONALD,GÓRAL,5831813982, 1388, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13886,BARTOSZ,PODOLEC,6651092848, 1388, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13887,MICHAŁ,SZLĄZAK,58102101623, 1388, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13888,DOMINIK,CYGAN,817750380, 1388, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13889,OLIWIER,GOROL,694671802, 1388, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13890,JAKUB,SZWEDA,5662882617, 1388, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13891,MAREK,CYGAN,8342121074, 1389, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13892,ŁUKASZ,RUS,6972139880, 1389, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13893,JANUSZ,ARABSKI,835870595, 1389, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13894,AGATA,ŻYDOWICZ,5591743968, 1389, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13895,ALEKSANDER,SZWEDZKI,6442342383, 1389, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13896,DOMINIK,KURLANDZKI,87103137218, 1389, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13897,ANETA,WĘGIERSKI,6013122586, 1389, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13898,TOMASZ,TATARCZAK,695759720, 1389, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13899,DAWID,KURLAND,7871963963, 1389, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13900,DAMIAN,MACEDOŃSKI,7882885797, 1389, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13901,MATEUSZ,KRAJEWSKI,67122669411, 1390, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13902,ALEKSANDER,SIERADZKI,6612514492, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13903,DOROTA,POLESZCZUK,5632079082, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13904,OLIWIER,MAZURKIEWICZ,8611059367, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13905,WOJCIECH,MADZIAR,8712237491, 1390, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13906,TYMON,ŁOTYSZ,844454653, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13907,BRAJAN,CHORWAT,60112899165, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13908,PATRYCJA,MADZIARA,7871762004, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13909,DANUTA,SŁOWAKIEWICZ,85112241820, 1390, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13910,PAWEL,KOMAN,8891130687, 1390, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13911,KRYSTYNA,KASZUBA,9062791348, 1391, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13912,MARTA,AUSTRIJAK,7032796744, 1391, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13913,ALEKANDRA,RUSAK,724361370, 1391, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13914,LECH,ŻYDEK,57102414206, 1391, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13915,KAROLINA,MALINOWSKI,8410833326, 1391, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13916,OLIWIER,WĘGRZYN,8992803840, 1391, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13917,KAMIL,WYRZYKOWSKI,606638040, 1391, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13918,MARTA,GALOCH,5622463328, 1391, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13919,DAWID,SZKOT,6751211587, 1391, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13920,MATEUSZ,PODOLAK,822530762, 1391, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13921,MARTA,POLAK,6072202080, 1392, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13922,TOMASZ,KAŁUŻA,8442584257, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13923,JANUSZ,TUREK,6512652354, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13924,DONALD,GALOCH,658855530, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13925,ALEKANDRA,GOROL,6012858966, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13926,DOMINIKA,UKRAINIEC,5741499933, 1392, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13927,MACIEJ,LANGE,71111670279, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13928,MICHAŁ,POLOK,84122283195, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13929,JAN,KASZUB,7731251440, 1392, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13930,MATEUSZ,WĘGIER,64112662071, 1392, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13931,KRYSTYNA,WĘGIER,6673066459, 1393, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13932,GERARD,POLESKI,76101529326, 1393, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13933,KATARZYNA,MORAWSKI,6631134568, 1393, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13934,KAMILA,DUDA,5661888706, 1393, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13935,ARTUR,PODOLEC,734254087, 1393, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13936,KRZYSZTOF,LITWINIUK,7892154287, 1393, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13937,DAMIAN,KURLANDT,7082091824, 1393, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13938,PATRYCJA,ŻYDZIAK,789944164, 1393, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13939,AGATA,GALOCH,582132061, 1393, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13940,KRYSTYNA,POLESZUK,7152867842, 1393, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13941,DONALD,KURLANDA,697533999, 1394, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13942,MARTA,AMSTERDAMSKI,85101250508, 1394, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13943,ALICJA,WOŁYNIAK,5992959657, 1394, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13944,IZABELA,CHORWAT,55112393994, 1394, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13945,JANUSZ,ŚLONZAK,569967296, 1394, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13946,PATRYK,MAZUREK,7471601376, 1394, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13947,DOMINIKA,WIŚNIEWSKI,61111324986, 1394, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13948,LAURA,DUŃCZYK,872517251, 1394, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13949,MAREK,HALICKI,6171324726, 1394, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13950,TOMASZ,ŻYDZIK,5651396694, 1394, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13951,ARTUR,BORKOWSKI,7062212911, 1395, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13952,MACIEJ,PETERSBURSKI,8312548246, 1395, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13953,DAWID,BÖHM,8812995007, 1395, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13954,ALEKANDRA,WDOWIAK,886879197, 1395, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13955,IZABELA,NOWAK,67102258493, 1395, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13956,KAROL,WŁOCH,7992728082, 1395, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13957,PATRYK,PODOLAN,7851493507, 1395, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13958,MATEUSZ,ŻYDEK,7611199220, 1395, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13959,ALICJA,SZWEDOWSKI,76111075774, 1395, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13960,KAROLINA,WDOWIAK,585564790, 1395, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13961,KAMILA,KOZŁOWSKI,83121218214, 1396, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13962,KATARZYNA,POLAK,61111028835, 1396, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13963,JAROSŁAW,KURLANDA,8592930207, 1396, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13964,ALICJA,SWAT,84122344631, 1396, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13965,DOROTA,FOGIEL,5812007295, 1396, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13966,WALDEMAR,POTOK,8033132471, 1396, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13967,LECH,TATAR,889390434, 1396, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13968,TYMON,MAJEWSKI,797478105, 1396, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13969,GERARD,SZEWCZYK,8732563682, 1396, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13970,LAURA,MAZURKIEWICZ,5961299788, 1396, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13971,BENEDYKT,POMORSKI,853337016, 1397, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13972,PATRYCJA,SIKORA,7231790309, 1397, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13973,MARTA,BIAŁORUSKI,6671830944, 1397, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13974,DAMIAN,SWAT,7391316512, 1397, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13975,KAMILA,SZULC,7892974218, 1397, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13976,KATARZYNA,OLENDER,6511133461, 1397, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13977,KAMIL,LEWANDOWSKI,874925910, 1397, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13978,WALDEMAR,ŻMIJEWSKI,5762795193, 1397, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13979,GERARD,ŁOTYSZ,7252990138, 1397, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13980,WERONIKA,PODOLAN,5512485571, 1397, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13981,ANETA,SZWEDZIAK,7432400620, 1398, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13982,PATRYCJA,HOFFMANN,6471517667, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13983,DOMINIK,ARAB,606794019, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13984,ALEKANDRA,KŁOSSOWSKI,616914351, 1398, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13985,DOROTA,POLAK,593843215, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13986,GERARD,MAZUREK,9063046443, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13987,DAMIAN,WIECZOREK,779544458, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13988,MARTA,UKRAIŃSKI,877152064, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13989,WERONIKA,PRUSKI,861139124, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13990,JOLANTA,PODOLSKI,7032545304, 1398, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13991,KAROLINA,GÓRAL,8610343951, 1399, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13992,IZABELA,NORWECKI,804428689, 1399, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13993,PAWEL,WŁOCH,693342761, 1399, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13994,TOMASZ,SASS,699841411, 1399, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13995,DAMIAN,LEWICKI,6743068598, 1399, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13996,TOMASZ,WIŚNIEWSKI,5562643331, 1399, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13997,DONALD,DOBRUCKI,6362282319, 1399, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13998,DOMINIK,DĄBROWSKI,9012814824, 1399, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
13999,MARIUSZ,KURLANDCZYK,71112063666, 1399, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14000,KAROLINA,ŚLONZAK,8811504831, 1399, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14001,DANUTA,KŁOSSOWSKI,818492356, 1400, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14002,ANETA,SZWEDZIAK,72122726342, 1400, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14003,KATARZYNA,HISZPAN,8512890126, 1400, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14004,KATARZYNA,PRZYBYSZ,5991980442, 1400, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14005,WOJCIECH,TATARSKI,8071634094, 1400, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14006,ALICJA,MALINOWSKI,77112645764, 1400, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14007,PATRYCJA,LAMPARSKA,8942017713, 1400, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14008,WERONIKA,PETERSBURSKI,8610531412, 1400, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14009,DAMIAN,TATAR,61112739283, 1400, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14010,OLIWIER,PODOLEC,66111095953, 1400, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14011,MARIUSZ,PODOLAN,63102609959, 1401, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14012,ALICJA,AMSTERDAMSKI,89122457013, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14013,DOMINIK,PRUSIK,9032969536, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14014,TYTUS,POLOK,7831058208, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14015,KRZYSZTOF,GAL,586493244, 1401, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14016,DANUTA,PODOLSKI,59102484812, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14017,AGATA,BÖHM,6062389511, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14018,BARBARA,SŁOWAK,573494817, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14019,DOMINIKA,ŚLONZAK,697500414, 1401, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14020,DAMIAN,SZWEDZKI,8362360419, 1401, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14021,ROZALIA,SZKOT,8231741358, 1402, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14022,DONALD,OLENDER,90121400507, 1402, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14023,MARTYNA,RYBICKI,60101231091, 1402, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14024,ALEKSANDER,HALICKI,79121814557, 1402, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14025,PIOTR,POMORSKI,582800414, 1402, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14026,JAKUB,DĄBROWSKI,6341222051, 1402, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14027,PATRYK,KRUPA,8610207315, 1402, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14028,DANUTA,RUMUN,8752172807, 1402, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14029,PIOTR,NORWECKI,7310723031, 1402, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14030,JADWIGA,ROSJAN,7142240287, 1402, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14031,DAWID,ŻYDOWSKI,86102882892, 1403, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14032,AGATA,SIERADZKI,8311320633, 1403, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14033,LECH,ROMUN,7912992221, 1403, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14034,DAMIAN,RUMUŃSKI,69103032903, 1403, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14035,JAKUB,TATARCZUK,6251720819, 1403, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14036,DOMINIK,PRUS,562844936, 1403, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14037,KRZYSZTOF,MICIUN,7432761481, 1403, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14038,ALEKANDRA,BIAŁORUSKI,6682592521, 1403, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14039,JADWIGA,TATARZYN,8262698276, 1403, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14040,BENEDYKT,GREC,8281286102, 1403, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14041,LECH,SZWED,87122105767, 1404, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14042,KAROLINA,KURLANDA,8181795943, 1404, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14043,MICHAŁ,GOROL,6553152962, 1404, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14044,ALEKSANDER,FOGIEL,577790984, 1404, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14045,ALICJA,BRANDENBURGER,701371005, 1404, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14046,MAREK,KASZUBA,7232396610, 1404, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14047,WALDEMAR,SZWEDOWSKI,7141690564, 1404, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14048,IZABELA,SZWAJCAR,8672649412, 1404, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14049,ALICJA,POLOCZEK,875330598, 1404, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14050,DOROTA,MORAWSKI,759357992, 1404, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14051,DONALD,PIĄTEK,7441843437, 1405, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14052,TYMON,PASTERNAK,8191843698, 1405, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14053,IZABELA,CHRUSZCZEWSKI,6012334980, 1405, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14054,BARTOSZ,FOGIEL,766243901, 1405, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14055,KATARZYNA,TUREK,8921886748, 1405, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14056,ALEKSANDER,SŁOWIAKOWSKI,6871487599, 1405, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14057,DOROTA,GREC,5962363260, 1405, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
