Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Telefon,Identyfikator kontraktu,Uprawnienia do nadzoru,Pesel
20696,KAROL,KUMAN,28.11.1968 00:00:00,184623792,509245542,UPRAWNIONY,65050303437
20697,JADWIGA,AMSTERDAMSKI,22.03.1975 00:00:00,325468885,1014339914,UPRAWNIONY,71100809187
20698,GERARD,POLESZUK,12.06.1984 00:00:00,460241220,1714592176,UPRAWNIONY,74103152583
20699,MACIEJ,SZWEDZKI,08.10.1972 00:00:00,465710274,568783137,UPRAWNIONY,71120105611
20700,MAREK,WYRZYKOWSKI,06.12.1989 00:00:00,172216968,2102127022,NIEUPRAWNIONY,81011426721
20701,PATRYK,SIERADZKI,20.11.1963 00:00:00,222824649,1864336614,UPRAWNIONY,63081120692
20702,KAROL,KRAWCZYK,28.05.1986 00:00:00,304446656,1972338524,NIEUPRAWNIONY,65060446181
20703,PATRYK,SZEWCZYK,28.03.1985 00:00:00,585273706,1882051051,UPRAWNIONY,71062116950
20704,ARTUR,SASS,30.11.1977 00:00:00,746511888,2107065225,UPRAWNIONY,82042359694
20705,KAROLINA,WYRZYKOWSKI,23.03.1982 00:00:00,755079989,267621378,NIEUPRAWNIONY,88062028829
20706,KATARZYNA,SZLONZAK,24.02.1974 00:00:00,724087677,301829707,UPRAWNIONY,56122696681
20707,OLIWIER,POLACZEK,03.07.1982 00:00:00,754507542,1951239386,UPRAWNIONY,62021297087
20708,PATRYCJA,KOZŁOWSKI,22.06.1981 00:00:00,978609815,1003503008,UPRAWNIONY,88110947372
20709,ALEKSANDER,ŚLONZAK,15.07.1957 00:00:00,296575371,524979797,UPRAWNIONY,64101575536
20710,DOMINIKA,GALOCH,01.05.1956 00:00:00,416917382,1797342023,NIEUPRAWNIONY,89112833497
20711,AGATA,MAJEWSKI,12.05.1959 00:00:00,993494125,50399451,NIEUPRAWNIONY,82050855733
20712,TOMASZ,PRUSIK,30.04.1979 00:00:00,170088064,188904600,NIEUPRAWNIONY,78021109334
20713,MICHAŁ,CYGAN,26.10.1978 00:00:00,553569133,487109931,NIEUPRAWNIONY,59040659017
20714,ALEKANDRA,ARABSKI,06.06.1983 00:00:00,698221757,1769317307,UPRAWNIONY,81082689240
20715,PATRYCJA,SZWARC,28.11.1983 00:00:00,541610905,2110588250,NIEUPRAWNIONY,56061395220
20716,ŁUKASZ,DUDA,17.02.1974 00:00:00,318147634,442897715,NIEUPRAWNIONY,84100878232
20717,DAMIAN,LITWINOWICZ,06.12.1963 00:00:00,954450697,1064410569,NIEUPRAWNIONY,85042498003
20718,PAWEL,KOZŁOWSKI,04.04.1970 00:00:00,753994755,2033054543,UPRAWNIONY,67041101214
20719,MAREK,PRUSEK,14.06.1960 00:00:00,443747006,433759234,NIEUPRAWNIONY,61021158782
20720,MATEUSZ,PRUSEK,10.11.1957 00:00:00,922274466,1237290160,UPRAWNIONY,59081991779
20721,MARIUSZ,GÓRAL,17.09.1964 00:00:00,647810209,2050410102,UPRAWNIONY,81022172882
20722,OLIWIER,WYRZYKOWSKI,11.08.1959 00:00:00,738724789,1726798507,UPRAWNIONY,90031250510
20723,JAKUB,WOŁOSZEK,29.01.1967 00:00:00,433195664,1151561638,NIEUPRAWNIONY,85031585868
20724,BARBARA,PIĄTEK,13.04.1989 00:00:00,687499038,1984265762,UPRAWNIONY,58030650723
20725,ROZALIA,SZWEDZKI,22.09.1987 00:00:00,292831429,747872225,NIEUPRAWNIONY,71011015123
20726,MAREK,PRZYBYSZ,28.12.1989 00:00:00,334402812,604897721,NIEUPRAWNIONY,59091871623
20727,DAWID,GAL,08.04.1986 00:00:00,635312277,300528737,UPRAWNIONY,64110466351
20728,KRZYSZTOF,MICIUN,11.08.1984 00:00:00,479000377,149939244,UPRAWNIONY,76082083758
20729,TOMASZ,WYRZYKOWSKI,18.09.1960 00:00:00,281582949,4178700,UPRAWNIONY,84101579230
20730,TYMON,PRUSIK,10.08.1980 00:00:00,679350370,225767229,UPRAWNIONY,80101639651
20731,KAROLINA,DUDEK,08.11.1955 00:00:00,579471295,1280795703,UPRAWNIONY,67122912799
20732,BENEDYKT,ARABIK,15.09.1969 00:00:00,665817355,1207782737,NIEUPRAWNIONY,66032048776
20733,MICHAŁ,SZWEDOWSKI,16.10.1973 00:00:00,228093529,1475121037,NIEUPRAWNIONY,72032736803
20734,JADWIGA,PRUSEK,03.03.1960 00:00:00,672741790,478777963,NIEUPRAWNIONY,63092461144
20735,AGATA,KASZUB,18.12.1990 00:00:00,363579549,1776187861,UPRAWNIONY,86070113230
20736,TYTUS,LITWINIUK,02.04.1956 00:00:00,710941536,506219998,UPRAWNIONY,88100980859
20737,BENEDYKT,ŻMIJEWSKA,06.08.1964 00:00:00,714025681,934529527,UPRAWNIONY,79033063103
20738,GERARD,SZWAB,16.11.1983 00:00:00,336900484,1527798268,NIEUPRAWNIONY,72101867259
20739,ROZALIA,POTOK,15.08.1961 00:00:00,549944230,284552841,UPRAWNIONY,61111245810
20740,KATARZYNA,MALINOWSKI,04.02.1958 00:00:00,691940448,2006451489,UPRAWNIONY,67032255537
20741,IZABELA,TATARZYN,17.01.1962 00:00:00,130099116,1628604042,NIEUPRAWNIONY,82043085257
20742,AGATA,MOSKAL,07.04.1977 00:00:00,997557049,1487716634,UPRAWNIONY,55030862376
20743,ALEKANDRA,WESOŁOWSKI,30.07.1955 00:00:00,996356057,653145039,UPRAWNIONY,56081539101
20744,OLIWIER,ŚLONZAK,08.08.1969 00:00:00,479490558,602486629,UPRAWNIONY,63032637789
20745,ALEKANDRA,PRUS,02.05.1979 00:00:00,815600941,1760221841,NIEUPRAWNIONY,89040131835
20746,KRYSTYNA,NIEDZIELSKI,31.10.1980 00:00:00,775578099,41969513,NIEUPRAWNIONY,87040642415
20747,DAMIAN,GALIŃSKI,29.04.1985 00:00:00,312073611,504305552,UPRAWNIONY,60060169078
20748,PATRYCJA,POLESKI,09.10.1961 00:00:00,953766107,853667877,NIEUPRAWNIONY,78051960202
20749,IZABELA,PASTERNAK,20.10.1973 00:00:00,453441003,606957281,NIEUPRAWNIONY,69071231359
20750,MARIUSZ,KRAJEWSKI,19.01.1987 00:00:00,156285533,176191027,UPRAWNIONY,61102332770
20751,DANUTA,LAMPARSKA,22.02.1978 00:00:00,183996620,1282827225,UPRAWNIONY,79123030649
20752,WALDEMAR,NIEDZIELSKI,04.01.1970 00:00:00,790975356,1563863554,UPRAWNIONY,57123197409
20753,MACIEJ,POLESZAK,31.08.1986 00:00:00,242797071,1409525292,NIEUPRAWNIONY,89041106079
20754,OLIWIER,GÓRAL,16.09.1959 00:00:00,533109075,772225074,UPRAWNIONY,64062744346
20755,IZABELA,SZWARC,03.09.1975 00:00:00,304745793,1249554115,UPRAWNIONY,61102263763
20756,ŁUCJA,PRUSIK,01.11.1983 00:00:00,307439300,244958887,NIEUPRAWNIONY,87040120050
20757,KAROL,WYSOCKI,24.09.1972 00:00:00,956868350,1062321711,UPRAWNIONY,65110647740
20758,KATARZYNA,SOCHA,15.12.1977 00:00:00,260004700,327458303,UPRAWNIONY,56033112734
20759,ALEKANDRA,STAWECKI,18.02.1980 00:00:00,363500872,1145271169,UPRAWNIONY,75120250752
20760,ŁUCJA,MAZURKIEWICZ,03.11.1981 00:00:00,106132441,511045883,UPRAWNIONY,60102415742
20761,AGATA,POLACZEK,07.05.1990 00:00:00,534129758,109506881,UPRAWNIONY,68110668330
20762,ŁUCJA,KWIATKOWSKI,15.05.1956 00:00:00,703111787,1021813669,UPRAWNIONY,78051243497
20763,JAN,GAL,08.01.1977 00:00:00,998514179,67953427,NIEUPRAWNIONY,62043064077
20764,PIOTR,SZWAJCAR,03.03.1972 00:00:00,835492610,894575270,UPRAWNIONY,72020315823
20765,ARTUR,AMSTERDAMSKI,25.02.1982 00:00:00,516156097,1415689965,UPRAWNIONY,67040288307
20766,TYMON,KŁOSSOWSKI,01.03.1969 00:00:00,637426921,1690731465,UPRAWNIONY,61072740860
20767,LECH,WYRZYKOWSKI,06.05.1988 00:00:00,578042935,695712065,UPRAWNIONY,58021855640
20768,PATRYCJA,BÖHM,01.04.1966 00:00:00,528142145,561853576,NIEUPRAWNIONY,61121835639
20769,DAWID,SZEWCZYK,24.07.1973 00:00:00,910020637,924076265,NIEUPRAWNIONY,64092246276
20770,BARTOSZ,MAZURKIEWICZ,13.10.1975 00:00:00,670606788,870080652,UPRAWNIONY,58032353857
20771,TYMON,MAZUR,05.07.1987 00:00:00,551656130,67756020,UPRAWNIONY,62031060071
20772,KAMILA,RUMUN,25.05.1961 00:00:00,777960085,927119575,UPRAWNIONY,58042148966
20773,TOMASZ,LANGE,26.04.1963 00:00:00,404659563,1595214465,NIEUPRAWNIONY,62012845514
20774,MAREK,SLEZAK,19.05.1963 00:00:00,235899882,1119025569,NIEUPRAWNIONY,61022069300
20775,BARTOSZ,BORKOWSKI,18.03.1989 00:00:00,947660129,559390865,NIEUPRAWNIONY,60040179555
20776,DAMIAN,KURUC,22.01.1974 00:00:00,892752881,1150505820,NIEUPRAWNIONY,68071309669
20777,MACIEJ,DUŃCZYK,05.11.1966 00:00:00,997767612,472271791,NIEUPRAWNIONY,70061518115
20778,DOMINIKA,ŻYDZIK,13.06.1957 00:00:00,543446572,11665659,NIEUPRAWNIONY,84120595627
20779,MARTYNA,KOWALSKI,21.03.1971 00:00:00,604658110,1870989954,NIEUPRAWNIONY,59032792219
20780,LAURA,SASS,07.09.1960 00:00:00,695390275,142452898,UPRAWNIONY,80112535165
20781,ŁUCJA,KWIATKOWSKI,26.11.1965 00:00:00,986460184,695214743,UPRAWNIONY,90072907850
20782,DOMINIKA,PRUSAK,06.07.1960 00:00:00,256133811,224561847,UPRAWNIONY,66080554866
20783,JACEK,SZWEDEK,12.11.1976 00:00:00,845405082,2017597611,NIEUPRAWNIONY,62062184070
20784,DONALD,KACZMAREK,30.12.1967 00:00:00,983107710,970796290,NIEUPRAWNIONY,64101607730
20785,ŁUKASZ,SOCHA,04.08.1979 00:00:00,898464527,210452387,NIEUPRAWNIONY,90010552476
20786,JAN,ŚLĄZAK,02.07.1981 00:00:00,503319737,1186080649,NIEUPRAWNIONY,90011307624
20787,OLIWIA,TATARCZAK,30.05.1977 00:00:00,108022031,42288549,NIEUPRAWNIONY,55072960528
20788,DANUTA,MADZIARA,31.03.1978 00:00:00,720711428,2015272640,NIEUPRAWNIONY,78101682720
20789,DAWID,DUŃCZYK,02.11.1982 00:00:00,226614873,1041638074,NIEUPRAWNIONY,57110670540
20790,ALEKSANDER,SUDOŁ,27.04.1984 00:00:00,820555654,1035585000,NIEUPRAWNIONY,76071917077
20791,LECH,MAZUR,01.01.1964 00:00:00,193889574,826290138,UPRAWNIONY,79082991133
20792,PAWEL,SLEZAK,11.03.1975 00:00:00,779865197,147936803,NIEUPRAWNIONY,68011843044
20793,LECH,TATARCZAK,25.08.1973 00:00:00,687692611,1167506267,UPRAWNIONY,57012841917
20794,AGATA,SIKORA,13.01.1972 00:00:00,408025856,1965277718,NIEUPRAWNIONY,79082377689
20795,LEONARD,CZECH,02.08.1974 00:00:00,323079813,512483545,UPRAWNIONY,73111370563
20796,PIOTR,LITWINIUK,21.02.1967 00:00:00,334030995,478843122,NIEUPRAWNIONY,76100168537
20797,KATARZYNA,SZWAJCAR,29.09.1960 00:00:00,941875893,1636176536,NIEUPRAWNIONY,70061497666
20798,KAROLINA,MAZURKIEWICZ,09.11.1986 00:00:00,577689702,2036993696,UPRAWNIONY,71032390699
20799,IZABELA,SLEZAK,07.04.1981 00:00:00,913947648,1637553534,NIEUPRAWNIONY,89110801309
20800,IZABELA,TATARCZAK,19.09.1977 00:00:00,750773634,1063328282,UPRAWNIONY,70050283214
20801,PATRYK,SZWEDZKI,22.12.1967 00:00:00,291266066,1056987604,UPRAWNIONY,79080989309
20802,MARTA,PRUSIK,28.12.1983 00:00:00,912858622,272995753,NIEUPRAWNIONY,90112023728
20803,DONALD,HISZPAN,09.01.1972 00:00:00,704706824,1086879359,NIEUPRAWNIONY,65021586665
20804,TYMON,RUS,22.04.1962 00:00:00,465470424,47029056,NIEUPRAWNIONY,67062799571
20805,KAROLINA,PRUSIK,12.07.1973 00:00:00,364147202,418563583,UPRAWNIONY,90111043594
20806,KAMIL,NORWECKI,12.12.1985 00:00:00,859234844,1528490084,NIEUPRAWNIONY,64031827789
20807,OLIWIER,TATAREK,22.03.1989 00:00:00,853022654,84019992,UPRAWNIONY,84091232726
20808,KAMILA,TOPOLSKI,07.07.1967 00:00:00,523493581,646647622,NIEUPRAWNIONY,70062866728
20809,BENEDYKT,WĘGIER,31.01.1977 00:00:00,637151620,2111611414,NIEUPRAWNIONY,71051430073
20810,ŁUCJA,SZWEDEK,19.12.1970 00:00:00,521427746,1820322732,NIEUPRAWNIONY,71072965301
20811,JOLANTA,NOWAK,25.08.1984 00:00:00,470442250,1787838527,UPRAWNIONY,67090862786
20812,IZABELA,LEWICKI,05.08.1956 00:00:00,525121063,1836483966,NIEUPRAWNIONY,89040916115
20813,DANUTA,ŻMUDZIN,20.08.1985 00:00:00,482967900,1721977648,UPRAWNIONY,64042975210
20814,ALEKANDRA,ŻMIJEWSKA,18.02.1978 00:00:00,477123337,531039791,NIEUPRAWNIONY,57011997108
20815,MARTA,SŁOWAKIEWICZ,04.02.1966 00:00:00,894176739,293488504,UPRAWNIONY,88082378250
20816,DONALD,FRANCUZ,21.11.1989 00:00:00,269558882,892962628,NIEUPRAWNIONY,57030906548
20817,MATEUSZ,CYGAN,16.08.1961 00:00:00,407794906,209834068,NIEUPRAWNIONY,85032620239
20818,ROZALIA,MALINOWSKI,01.01.1971 00:00:00,456394895,1525624657,NIEUPRAWNIONY,73053199555
20819,AGATA,POLESZAK,23.02.1988 00:00:00,451912920,1176433854,UPRAWNIONY,82031436280
20820,JOLANTA,ŚLĄZAK,04.03.1982 00:00:00,816098351,1545184518,UPRAWNIONY,64032827611
20821,JAN,PRUSEK,27.06.1973 00:00:00,189430042,1216164055,UPRAWNIONY,73110582126
20822,KAROL,CHRUSZCZEWSKI,26.11.1969 00:00:00,650276336,2038513534,NIEUPRAWNIONY,86102594932
20823,KAMIL,KACZMAREK,31.01.1984 00:00:00,687401262,755069227,UPRAWNIONY,57092082069
20824,KAMILA,KASZUBA,19.01.1983 00:00:00,334366960,616621677,NIEUPRAWNIONY,55091537494
20825,ANETA,SZWEDZKI,23.07.1971 00:00:00,135588640,1623403656,NIEUPRAWNIONY,65101870208
20826,BARBARA,KOWALSKI,25.06.1982 00:00:00,879722342,1271740862,UPRAWNIONY,67111809765
20827,DOMINIKA,MAŁECKI,19.01.1988 00:00:00,728433863,11591509,NIEUPRAWNIONY,74090749234
20828,KATARZYNA,ŻMUDZIN,28.02.1981 00:00:00,583648219,808501134,NIEUPRAWNIONY,78121958280
20829,ROZALIA,SZWARC,08.03.1972 00:00:00,535536208,1848542710,UPRAWNIONY,84112099025
20830,DANUTA,AUSTRIJAK,17.03.1964 00:00:00,139658721,984967576,NIEUPRAWNIONY,70092597358
20831,OLIWIER,SŁOWAKIEWICZ,23.06.1985 00:00:00,923536832,1662397771,NIEUPRAWNIONY,77062391636
20832,ARTUR,CZECH,12.11.1972 00:00:00,311169543,1090232548,NIEUPRAWNIONY,66061219827
20833,LEONARD,MOSKAL,25.03.1979 00:00:00,540573389,88727299,UPRAWNIONY,64092502891
20834,MARIUSZ,ZIĘBA,29.10.1976 00:00:00,698059576,645740499,UPRAWNIONY,68081755473
20835,KATARZYNA,TUREK,19.02.1964 00:00:00,115774703,453545763,UPRAWNIONY,61082776192
20836,KAROL,KOMAN,28.09.1984 00:00:00,566241855,1767035894,NIEUPRAWNIONY,57110215094
20837,ŁUCJA,HOLENDERSKI,05.04.1955 00:00:00,879450584,1956041857,NIEUPRAWNIONY,60071484582
20838,KATARZYNA,WĘGRZYNOWICZ,05.11.1971 00:00:00,419423591,1452910919,UPRAWNIONY,59030173644
20839,LAURA,CIEŚLAK,27.06.1973 00:00:00,865608289,428072497,NIEUPRAWNIONY,63042521267
20840,MAREK,RUSNAK,30.11.1974 00:00:00,991788614,1871645914,UPRAWNIONY,77060263215
20841,BARBARA,DUDEK,01.05.1986 00:00:00,924629044,414445106,NIEUPRAWNIONY,57011565406
20842,TOMASZ,SUDOŁ,22.05.1968 00:00:00,104335729,2089271295,NIEUPRAWNIONY,67052347458
20843,ŁUKASZ,LEWANDOWSKI,14.04.1970 00:00:00,748274586,1324378435,UPRAWNIONY,73053025860
20844,DOMINIK,MAŁECKI,13.10.1990 00:00:00,290405624,812568491,NIEUPRAWNIONY,81080261337
20845,LAURA,UKRAIŃSKI,06.12.1958 00:00:00,135993564,255101599,NIEUPRAWNIONY,60082321554
20846,WOJCIECH,PRZYBYSZ,19.03.1987 00:00:00,904202090,149800552,NIEUPRAWNIONY,76123185468
20847,JANUSZ,KASZUB,28.12.1975 00:00:00,655259596,2056458241,NIEUPRAWNIONY,75030598973
20848,ALICJA,SZULC,04.04.1968 00:00:00,782138639,738258772,NIEUPRAWNIONY,56051493772
20849,DANUTA,SZWAB,26.03.1961 00:00:00,867641515,2001172604,NIEUPRAWNIONY,88111534461
20850,MAREK,WOŁOCH,04.03.1990 00:00:00,737553731,1125655696,NIEUPRAWNIONY,66080666922
20851,MATEUSZ,TATARZYN,15.01.1987 00:00:00,113835077,943809983,NIEUPRAWNIONY,75012998977
20852,ŁUKASZ,KURLANDA,13.02.1976 00:00:00,119345226,1017853090,NIEUPRAWNIONY,83050483914
20853,ARTUR,KUMAN,11.06.1964 00:00:00,894456116,1226347687,NIEUPRAWNIONY,56012577126
20854,ARTUR,GALIŃSKI,24.01.1985 00:00:00,644827304,1665421303,NIEUPRAWNIONY,56102780656
20855,KATARZYNA,SASS,16.11.1963 00:00:00,593539709,947110831,UPRAWNIONY,79042698273
20856,ROZALIA,PODOLAK,10.08.1985 00:00:00,951764137,1806317714,NIEUPRAWNIONY,65102438380
20857,ŁUKASZ,GALIŃSKI,19.03.1981 00:00:00,207159150,667791930,UPRAWNIONY,86100312195
20858,BARBARA,LEWICKI,30.04.1969 00:00:00,935136660,425123042,NIEUPRAWNIONY,90112084113
20859,DANUTA,RUSNAK,13.08.1972 00:00:00,321193952,2031544815,UPRAWNIONY,81103100487
20860,OLIWIER,WYRZYKOWSKI,24.04.1980 00:00:00,884605659,731907665,NIEUPRAWNIONY,66033163706
20861,KAMILA,GOROL,04.08.1981 00:00:00,494951493,1168173323,NIEUPRAWNIONY,59080852142
20862,KAMIL,KOWALSKI,25.07.1983 00:00:00,391143575,1374841511,NIEUPRAWNIONY,79111205632
20863,TYTUS,LANGE,13.08.1966 00:00:00,559873312,577845152,UPRAWNIONY,79030413250
20864,ALEKSANDER,GÓRSKI,05.05.1965 00:00:00,702592561,370487270,NIEUPRAWNIONY,64021945190
20865,BARTOSZ,WOŁOCH,06.06.1967 00:00:00,117591583,1850797987,NIEUPRAWNIONY,82060152305
20866,DOMINIKA,MILLER,01.02.1984 00:00:00,801458278,1665506378,NIEUPRAWNIONY,79012146750
20867,KAROL,SZWEDZIAK,31.10.1956 00:00:00,561476376,1378856341,UPRAWNIONY,84071790838
20868,PAWEL,ŻMIJEWSKI,31.07.1982 00:00:00,285873321,1032655803,NIEUPRAWNIONY,60123049167
20869,OLIWIER,RUMUŃSKI,16.10.1983 00:00:00,985523699,1486486411,UPRAWNIONY,75051101533
20870,JAN,RUSEK,18.02.1963 00:00:00,288317438,623936423,UPRAWNIONY,90051560679
20871,WOJCIECH,GALOCH,09.11.1955 00:00:00,959315201,1205910705,UPRAWNIONY,81110634649
20872,JAROSŁAW,WOŁOCH,07.10.1965 00:00:00,817308620,386850561,UPRAWNIONY,55081090067
20873,TYMON,TURECKI,29.06.1990 00:00:00,448912707,356555416,NIEUPRAWNIONY,61110848187
20874,DOMINIKA,CYGAN,18.04.1974 00:00:00,813401358,1794391149,UPRAWNIONY,82072801370
20875,WALDEMAR,POMORSKI,15.02.1988 00:00:00,775297475,333756496,NIEUPRAWNIONY,61050630227
20876,MARTA,SUDOŁ,16.12.1977 00:00:00,611448399,957523083,UPRAWNIONY,73070902669
20877,DAMIAN,ŚLONZAK,05.08.1955 00:00:00,725501561,575244926,UPRAWNIONY,59011249172
20878,KRYSTYNA,DUDEK,29.05.1966 00:00:00,955577385,1058395361,NIEUPRAWNIONY,74022375626
20879,MARIUSZ,MOSKAL,19.10.1956 00:00:00,497140254,148736490,NIEUPRAWNIONY,71112245477
20880,JAKUB,ŻMUDZIN,22.02.1973 00:00:00,358330223,1305957481,NIEUPRAWNIONY,64032091351
20881,MATEUSZ,ŚLONZAK,24.11.1955 00:00:00,718707926,1655192098,NIEUPRAWNIONY,66092028165
20882,JOLANTA,SASS,03.05.1956 00:00:00,813910793,1662936272,UPRAWNIONY,85102222072
20883,JAN,ŻYDOWSKI,21.01.1981 00:00:00,453640963,2110217194,NIEUPRAWNIONY,84042276625
20884,DOMINIKA,TATARCZAK,23.11.1956 00:00:00,711737604,870101984,NIEUPRAWNIONY,56060313604
20885,ŁUKASZ,KOWALSKI,03.01.1981 00:00:00,587231231,541220455,UPRAWNIONY,69042215913
20886,TYMON,SAKSON,08.05.1955 00:00:00,270420229,1062063990,UPRAWNIONY,82120709013
20887,DONALD,TOPOLSKI,25.01.1968 00:00:00,833754579,801465724,UPRAWNIONY,70102297458
20888,WOJCIECH,ŚLĄZAK,11.04.1988 00:00:00,443836784,523930301,UPRAWNIONY,68060496472
20889,ROZALIA,KURLANDT,19.02.1986 00:00:00,244360446,727176134,UPRAWNIONY,64052981675
20890,ŁUKASZ,LITWINOWICZ,21.05.1980 00:00:00,284788752,473612563,NIEUPRAWNIONY,57123179752
20891,KRYSTYNA,CICHOCKI,03.09.1956 00:00:00,568872574,291459159,NIEUPRAWNIONY,79071087282
20892,PATRYCJA,HALICKI,13.03.1980 00:00:00,819885801,2062476998,UPRAWNIONY,68110839367
20893,OLIWIA,KUMAN,17.05.1976 00:00:00,871692575,354607494,UPRAWNIONY,57081525466
20894,KRZYSZTOF,NIEMCZYK,05.12.1958 00:00:00,652200224,434594532,NIEUPRAWNIONY,88051517159
20895,JANUSZ,TOWAREK,14.09.1955 00:00:00,255081678,110147976,UPRAWNIONY,78090728961
20896,TYMON,SWAT,23.02.1961 00:00:00,869874984,384009804,NIEUPRAWNIONY,61031281739
20897,MICHAŁ,KAŁUŻA,29.11.1964 00:00:00,388976955,1461606178,UPRAWNIONY,84090951538
20898,MAREK,BÖHM,24.03.1976 00:00:00,632148094,2146921368,UPRAWNIONY,77051915867
20899,DAMIAN,WDOWIAK,25.02.1980 00:00:00,220969777,2026591300,UPRAWNIONY,69102800153
20900,ALEKSANDER,LEWANDOWSKI,11.12.1965 00:00:00,950677207,1225682845,NIEUPRAWNIONY,65040111988
20901,BRAJAN,CIEŚLAK,13.11.1987 00:00:00,475982382,795015152,UPRAWNIONY,71121510370
20902,PATRYK,TOPOLSKI,16.07.1971 00:00:00,700866931,264125145,UPRAWNIONY,90030912524
20903,DANUTA,PRUSEK,12.03.1988 00:00:00,293577285,1324470088,UPRAWNIONY,77051913428
20904,JAROSŁAW,DUDEK,23.04.1961 00:00:00,796275512,1678044658,NIEUPRAWNIONY,62030322830
20905,ŁUCJA,HOLENDER,26.11.1962 00:00:00,220065873,667262449,UPRAWNIONY,65122142640
20906,OLIWIER,KURLANDA,08.12.1969 00:00:00,681682640,1109288941,NIEUPRAWNIONY,79072024387
20907,MATEUSZ,CZECH,11.12.1976 00:00:00,156579676,663250086,UPRAWNIONY,74021093867
20908,JAROSŁAW,SZWEDOWSKI,27.03.1977 00:00:00,976579896,56138517,NIEUPRAWNIONY,88070510028
20909,PAWEL,RUS,28.01.1973 00:00:00,194897197,2064213807,NIEUPRAWNIONY,59042479467
20910,BARTOSZ,MADZIARA,05.05.1974 00:00:00,705350516,741999812,NIEUPRAWNIONY,85092485593
20911,PATRYCJA,BÖHM,02.05.1980 00:00:00,677518228,1676875292,UPRAWNIONY,86090361652
20912,DOMINIKA,GREC,08.12.1973 00:00:00,834961640,91101371,UPRAWNIONY,86071758955
20913,TYTUS,CZARNECKI,19.09.1975 00:00:00,427780618,9983133,UPRAWNIONY,83072494102
20914,LECH,CHORWAT,03.12.1973 00:00:00,441780474,1771366976,UPRAWNIONY,90110961740
20915,PATRYCJA,ROSJAN,16.07.1958 00:00:00,972831429,1093103921,UPRAWNIONY,69060577536
20916,BRAJAN,ŻMUDA,14.09.1959 00:00:00,955901395,461656527,NIEUPRAWNIONY,60071224662
20917,KRZYSZTOF,KWIATKOWSKI,25.10.1963 00:00:00,736197049,977495064,UPRAWNIONY,79020854017
20918,JOLANTA,RUMUŃSKI,23.11.1978 00:00:00,773284727,35410054,UPRAWNIONY,74032655906
20919,WALDEMAR,PRUS,17.02.1986 00:00:00,712593762,417595240,NIEUPRAWNIONY,58100663068
20920,OLIWIA,TATARCZAK,26.12.1986 00:00:00,178768889,284174729,NIEUPRAWNIONY,73112647860
20921,KAROL,MAJEWSKI,19.08.1984 00:00:00,420253788,1930213694,UPRAWNIONY,80040382215
20922,WALDEMAR,PRUSIK,29.06.1975 00:00:00,813938656,1255353907,NIEUPRAWNIONY,83063041528
20923,ALEKSANDER,ROMUN,26.07.1985 00:00:00,915324218,1264237619,NIEUPRAWNIONY,90041501563
20924,WOJCIECH,TATARZYN,04.06.1990 00:00:00,950857209,1687600208,UPRAWNIONY,75091395743
20925,DOMINIK,DUDA,25.11.1958 00:00:00,578507732,460239087,UPRAWNIONY,75071557322
20926,MATEUSZ,RUSIN,11.07.1984 00:00:00,553183486,1383098604,UPRAWNIONY,72010761599
20927,TOMASZ,SZWARC,18.09.1971 00:00:00,424715198,251664272,UPRAWNIONY,60120307911
20928,MARTA,KACZMAREK,30.05.1961 00:00:00,223873509,2108053042,UPRAWNIONY,61030608961
20929,KAMIL,KOWALSKI,27.11.1977 00:00:00,524030345,1938943119,NIEUPRAWNIONY,89012209786
20930,BENEDYKT,GAL,15.02.1978 00:00:00,587766627,580006509,NIEUPRAWNIONY,81121724755
20931,OLIWIER,UKRAINIEC,02.06.1966 00:00:00,188976942,111547309,NIEUPRAWNIONY,66122777140
20932,PRZEMYSLAW,CHORWAT,21.12.1986 00:00:00,537942608,1542156158,UPRAWNIONY,62081401774
20933,JACEK,KASZUB,22.05.1975 00:00:00,297123392,1014913347,NIEUPRAWNIONY,64060112177
20934,DOROTA,ŻYDZIK,17.11.1960 00:00:00,103832042,1115259399,NIEUPRAWNIONY,78031100175
20935,KAROLINA,WDOWIAK,09.06.1985 00:00:00,399666364,565624230,NIEUPRAWNIONY,61090718610
20936,WERONIKA,WYSOCKI,14.05.1962 00:00:00,661389779,1835621856,UPRAWNIONY,79120704818
20937,KRYSTYNA,OLENDER,30.10.1972 00:00:00,594169232,94229874,NIEUPRAWNIONY,80091934050
20938,ARTUR,WYRZYKOWSKI,06.02.1976 00:00:00,219281578,1788306372,NIEUPRAWNIONY,66071148438
20939,JOLANTA,PIĄTEK,06.10.1962 00:00:00,454747535,1524509101,NIEUPRAWNIONY,86043060526
20940,GERARD,KASZUB,18.09.1965 00:00:00,991633993,1152091286,UPRAWNIONY,58062643121
20941,TOMASZ,WIŚNIEWSKI,22.05.1955 00:00:00,841555790,1885294805,UPRAWNIONY,78031013234
20942,TYTUS,TOPOLSKI,29.01.1969 00:00:00,177239811,326484490,NIEUPRAWNIONY,87011388268
20943,PIOTR,SLEZAK,10.06.1980 00:00:00,930107663,1489899466,UPRAWNIONY,80110834419
20944,KATARZYNA,POLESZUK,20.11.1971 00:00:00,647402733,742946171,UPRAWNIONY,55101348048
20945,OLIWIER,ŻYDOWICZ,04.11.1963 00:00:00,416810525,661380676,UPRAWNIONY,88051090604
